maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
27,12,0.0,11.6,5,1,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,16,18,18,18,11,2,91,0.0,1014,14,10,109,8
27,12,0.0,11.6,5,1,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,16,17,17,17,9,2,93,0.0,1014,14,7,85,6
27,12,0.0,11.6,5,1,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,15,16,16,16,7,2,94,0.0,1014,13,5,61,4
27,12,0.0,11.6,5,1,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,15,15,15,15,5,2,96,0.0,1014,12,2,37,3
27,12,0.0,11.6,5,1,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,15,18,18,18,5,1,88,0.0,1015,14,5,45,3
27,12,0.0,11.6,5,1,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,16,20,22,20,5,1,80,0.0,1016,16,7,53,3
27,12,0.0,11.6,5,5,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,17,23,25,23,4,0,72,0.0,1016,18,10,61,4
27,12,0.0,11.6,5,6,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,16,24,26,24,6,0,61,0.0,1016,21,10,65,5
27,12,0.0,11.6,5,6,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,14,27,27,26,7,0,49,0.0,1015,23,10,70,6
27,12,0.0,11.6,5,7,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,12,28,28,28,8,0,37,0.0,1014,25,10,75,7
27,12,0.0,11.6,5,7,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,11,28,28,28,9,1,35,0.0,1013,26,10,89,7
27,12,0.0,11.6,5,7,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,11,28,28,29,9,2,32,0.0,1012,27,10,102,8
27,12,0.0,11.6,5,7,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,10,28,28,29,9,3,30,0.0,1011,27,10,116,8
27,12,0.0,11.6,5,7,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,11,27,27,28,8,2,37,0.0,1011,25,10,107,7
27,12,0.0,11.6,5,6,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,13,26,26,26,7,1,44,0.0,1011,23,10,98,5
27,12,0.0,11.6,5,6,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,14,25,26,25,6,0,51,0.0,1011,21,10,88,4
27,12,0.0,11.6,5,6,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,14,23,23,23,10,2,57,0.0,1012,20,10,90,5
27,12,0.0,11.6,5,5,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,13,21,21,21,14,3,62,0.0,1014,19,10,91,7
27,12,0.0,11.6,5,5,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,12,18,18,18,17,5,67,0.0,1015,17,10,92,8
27,12,0.0,11.6,5,1,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,13,18,18,18,20,7,73,0.0,1015,17,10,94,9
27,12,0.0,11.6,5,1,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,13,17,17,17,22,9,79,0.0,1015,17,10,96,10
27,12,0.0,11.6,5,1,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,14,17,17,17,24,11,85,0.0,1015,16,10,98,12
27,12,0.0,11.6,5,1,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,14,16,16,16,22,41,89,0.0,1015,16,7,99,11
27,12,0.0,11.6,5,1,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,15,16,16,16,21,70,94,0.0,1015,16,3,100,11
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,16,16,16,19,100,98,0.0,1015,16,0,101,10
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,16,16,16,14,96,98,0.0,1015,16,1,91,8
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,17,17,17,9,92,97,0.0,1014,16,1,81,6
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,17,17,17,4,89,96,0.0,1014,17,2,71,3
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,18,18,18,5,71,92,0.0,1015,17,5,86,4
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,18,18,18,5,54,89,0.0,1016,17,7,101,4
27,16,0.0,11.6,5,5,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,18,18,18,6,36,85,0.0,1016,18,10,116,5
27,16,0.0,11.6,5,6,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,15,21,21,21,6,26,71,0.0,1016,20,10,105,5
27,16,0.0,11.6,5,6,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,14,24,24,24,7,16,57,0.0,1016,23,10,94,6
27,16,0.0,11.6,5,7,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,13,27,27,27,7,7,43,0.0,1015,26,10,83,6
27,16,0.0,11.6,5,7,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,13,27,27,27,8,6,40,0.0,1014,26,10,94,7
27,16,0.0,11.6,5,7,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,12,27,27,28,8,6,38,0.0,1013,27,10,106,7
27,16,0.0,11.6,5,7,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,11,28,28,28,9,5,35,0.0,1012,27,10,117,8
27,16,0.0,11.6,5,7,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,12,27,27,27,10,5,40,0.0,1012,26,10,111,8
27,16,0.0,11.6,5,6,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,13,26,26,26,11,5,46,0.0,1012,25,10,105,8
27,16,0.0,11.6,5,6,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,14,25,25,24,13,5,51,0.0,1012,23,10,99,8
27,16,0.0,11.6,5,6,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,14,23,24,23,15,9,58,0.0,1013,22,10,101,8
27,16,0.0,11.6,5,6,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,14,21,22,21,17,12,64,0.0,1014,21,10,103,9
27,16,0.0,11.6,5,5,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,14,20,20,20,19,16,71,0.0,1014,19,10,105,10
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,15,19,19,19,19,28,74,0.0,1015,19,10,103,11
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,15,19,19,19,20,40,78,0.0,1015,19,10,101,12
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,19,19,19,20,52,81,0.0,1016,19,10,99,13
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,18,18,18,20,50,86,0.0,1015,18,7,103,13
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,18,18,18,20,48,90,0.0,1015,18,5,107,12
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,16,17,17,17,19,46,94,0.0,1015,17,2,111,12
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,16,17,17,17,16,64,96,0.0,1015,16,1,104,9
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,16,16,16,16,12,82,97,0.0,1015,16,1,96,7
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,15,16,16,16,8,100,98,0.0,1015,15,0,89,5
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,15,17,17,17,8,85,91,0.0,1016,16,3,96,5
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,15,18,18,18,8,70,84,0.0,1017,18,7,104,6
25,15,0.0,11.6,5,5,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,15,19,19,19,8,55,77,0.0,1017,19,10,111,7
25,15,0.0,11.6,5,6,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,15,21,21,21,8,52,69,0.0,1017,20,10,102,7
25,15,0.0,11.6,5,6,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,23,23,22,8,49,62,0.0,1017,22,10,94,7
25,15,0.0,11.6,5,6,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,25,25,24,9,46,54,0.0,1016,24,10,85,8
25,15,0.0,11.6,5,6,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,26,26,25,9,38,52,0.0,1015,24,10,86,8
25,15,0.0,11.6,5,6,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,26,26,25,9,31,50,0.0,1014,25,10,86,8
25,15,0.0,11.6,5,7,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,26,26,26,9,23,48,0.0,1012,25,10,87,8
25,15,0.0,11.6,5,6,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,26,26,25,9,20,52,0.0,1013,24,10,91,7
25,15,0.0,11.6,5,6,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,25,25,24,10,17,56,0.0,1013,23,10,95,6
25,15,0.0,11.6,5,6,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,15,25,25,23,10,13,59,0.0,1013,22,10,98,6
25,15,0.0,11.6,5,6,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,22,25,22,11,18,61,0.0,1013,22,10,105,7
25,15,0.0,11.6,5,6,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,22,25,22,13,22,63,0.0,1014,21,10,111,8
25,15,0.0,11.6,5,6,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,21,24,21,14,26,64,0.0,1015,21,10,118,9
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,21,23,21,16,26,68,0.0,1015,20,10,111,11
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,20,21,20,18,26,71,0.0,1016,20,10,105,12
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,15,19,19,19,19,27,75,0.0,1016,19,10,98,13
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,15,18,18,18,19,33,79,0.0,1016,18,10,100,12
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,14,17,17,17,18,39,84,0.0,1015,17,10,103,12
27,15,0.0,11.6,6,1,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,16,16,16,18,45,89,0.0,1015,16,10,105,11
27,15,0.0,11.6,6,1,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,16,16,16,15,60,91,0.0,1015,16,7,97,9
27,15,0.0,11.6,6,1,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,16,15,16,13,75,94,0.0,1015,15,5,89,7
27,15,0.0,11.6,6,1,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,15,15,15,11,89,96,0.0,1015,15,2,81,5
27,15,0.0,11.6,6,1,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,17,16,17,9,76,88,0.0,1016,16,5,81,5
27,15,0.0,11.6,6,1,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,18,18,18,8,63,79,0.0,1017,17,7,81,5
27,15,0.0,11.6,6,5,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,19,19,19,6,49,71,0.0,1017,19,10,82,5
27,15,0.0,11.6,6,6,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,22,22,22,6,41,63,0.0,1017,21,10,76,5
27,15,0.0,11.6,6,6,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,24,24,24,6,33,55,0.0,1016,23,10,70,5
27,15,0.0,11.6,6,7,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,27,27,26,6,25,47,0.0,1016,26,10,64,5
27,15,0.0,11.6,6,7,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,27,27,27,6,20,44,0.0,1015,26,10,70,6
27,15,0.0,11.6,6,7,52,11:50 AM,No moonset,06:43 AM,06:06 PM,13,27,27,27,7,15,42,0.0,1013,26,10,76,6
27,15,0.0,11.6,6,7,52,11:50 AM,No moonset,06:43 AM,06:06 PM,13,28,28,28,7,11,39,0.0,1012,27,10,82,6
27,15,0.0,11.6,6,7,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,27,27,27,7,9,45,0.0,1012,26,10,83,6
27,15,0.0,11.6,6,6,52,11:50 AM,No moonset,06:43 AM,06:06 PM,15,26,26,26,7,8,51,0.0,1012,25,10,84,5
27,15,0.0,11.6,6,6,52,11:50 AM,No moonset,06:43 AM,06:06 PM,15,26,26,25,7,6,56,0.0,1011,23,10,85,4
27,15,0.0,11.6,6,6,52,11:50 AM,No moonset,06:43 AM,06:06 PM,15,25,25,24,10,8,58,0.0,1012,23,10,83,6
27,15,0.0,11.6,6,6,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,23,25,23,12,10,60,0.0,1013,22,10,82,7
27,15,0.0,11.6,6,6,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,21,24,21,15,11,61,0.0,1013,21,10,81,9
27,15,0.0,11.6,6,1,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,21,23,21,18,27,67,0.0,1014,20,10,84,11
27,15,0.0,11.6,6,1,52,11:50 AM,No moonset,06:43 AM,06:06 PM,15,20,21,20,20,43,72,0.0,1014,20,10,88,13
27,15,0.0,11.6,6,1,52,11:50 AM,No moonset,06:43 AM,06:06 PM,15,19,19,19,22,59,78,0.0,1014,19,10,92,15
27,15,0.0,11.6,6,1,52,11:50 AM,No moonset,06:43 AM,06:06 PM,15,19,19,19,21,64,82,0.0,1014,19,10,96,14
27,15,0.0,11.6,6,1,52,11:50 AM,No moonset,06:43 AM,06:06 PM,16,18,18,18,20,69,87,0.0,1014,18,10,100,13
28,16,0.0,11.6,5,1,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,16,18,18,18,18,74,91,0.0,1014,18,10,104,12
28,16,0.0,11.6,5,1,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,16,17,17,17,15,83,93,0.0,1013,17,7,97,9
28,16,0.0,11.6,5,1,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,16,17,17,17,11,91,96,0.0,1013,16,3,90,7
28,16,0.0,11.6,5,1,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,16,16,16,16,7,100,98,0.0,1013,16,0,83,4
28,16,0.0,11.6,5,1,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,16,17,17,17,7,73,91,0.0,1014,17,3,103,5
28,16,0.0,11.6,5,1,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,16,19,19,19,7,45,84,0.0,1014,18,7,123,6
28,16,0.0,11.6,5,5,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,16,20,20,20,7,18,77,0.0,1015,19,10,143,6
28,16,0.0,11.6,5,6,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,15,23,23,23,7,16,65,0.0,1014,22,10,125,6
28,16,0.0,11.6,5,6,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,14,25,25,25,6,14,53,0.0,1014,24,10,106,5
28,16,0.0,11.6,5,7,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,13,28,28,28,5,12,40,0.0,1014,27,10,88,5
28,16,0.0,11.6,5,7,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,13,28,28,28,6,10,38,0.0,1013,27,10,91,5
28,16,0.0,11.6,5,7,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,12,28,28,28,7,8,37,0.0,1012,27,10,94,6
28,16,0.0,11.6,5,7,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,12,28,28,29,7,6,35,0.0,1011,28,10,96,6
28,16,0.0,11.6,5,7,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,13,28,28,28,7,4,40,0.0,1011,26,10,98,6
28,16,0.0,11.6,5,6,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,14,27,27,27,6,2,46,0.0,1010,25,10,100,5
28,16,0.0,11.6,5,6,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,15,27,27,26,5,0,51,0.0,1010,23,10,102,5
28,16,0.0,11.6,5,6,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,15,24,25,24,10,2,55,0.0,1011,22,10,106,7
28,16,0.0,11.6,5,6,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,14,22,22,22,15,4,60,0.0,1012,20,10,109,9
28,16,0.0,11.6,5,5,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,13,20,20,20,20,6,64,0.0,1012,19,10,113,10
28,16,0.0,11.6,5,1,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,13,19,19,19,21,6,69,0.0,1013,18,10,112,11
28,16,0.0,11.6,5,1,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,13,18,18,18,21,5,75,0.0,1013,18,10,110,12
28,16,0.0,11.6,5,1,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,14,17,17,17,21,5,81,0.0,1013,17,10,109,12
28,16,0.0,11.6,5,1,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,14,17,17,17,20,8,84,0.0,1013,16,10,108,11
28,16,0.0,11.6,5,1,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,14,16,16,16,18,11,87,0.0,1013,16,10,107,10
28,13,0.0,11.6,5,1,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,14,16,16,16,16,14,91,0.0,1013,15,10,107,9
28,13,0.0,11.6,5,1,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,14,16,15,16,13,13,93,0.0,1013,14,7,98,7
28,13,0.0,11.6,5,1,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,14,15,15,15,11,11,94,0.0,1013,14,5,90,6
28,13,0.0,11.6,5,1,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,14,15,15,15,8,10,96,0.0,1013,13,2,81,4
28,13,0.0,11.6,5,1,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,15,17,18,17,8,7,87,0.0,1013,15,5,96,5
28,13,0.0,11.6,5,1,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,15,19,21,19,8,3,78,0.0,1014,17,7,112,6
28,13,0.0,11.6,5,5,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,16,22,24,22,7,0,70,0.0,1015,18,10,128,6
28,13,0.0,11.6,5,6,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,14,24,26,24,7,1,57,0.0,1014,21,10,128,6
28,13,0.0,11.6,5,6,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,13,27,27,27,6,1,45,0.0,1014,24,10,129,5
28,13,0.0,11.6,5,7,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,11,28,28,29,5,2,32,0.0,1014,27,10,129,4
28,13,0.0,11.6,5,7,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,10,29,29,30,6,1,30,0.0,1013,27,10,119,5
28,13,0.0,11.6,5,7,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,9,29,29,30,6,1,27,0.0,1012,27,10,110,6
28,13,0.0,11.6,5,7,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,8,29,29,31,7,0,25,0.0,1011,28,10,100,6
28,13,0.0,11.6,5,7,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,9,28,28,29,8,1,31,0.0,1011,26,10,99,6
28,13,0.0,11.6,5,6,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,10,26,26,26,8,2,37,0.0,1010,24,10,97,5
28,13,0.0,11.6,5,6,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,11,25,25,24,9,3,43,0.0,1010,22,10,96,5
28,13,0.0,11.6,5,6,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,10,23,23,23,13,3,46,0.0,1011,21,10,99,7
28,13,0.0,11.6,5,5,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,10,21,21,21,17,3,50,0.0,1012,20,10,101,8
28,13,0.0,11.6,5,5,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,10,19,19,19,21,3,53,0.0,1013,19,10,104,10
28,13,0.0,11.6,5,1,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,10,19,19,19,21,4,60,0.0,1014,18,10,103,10
28,13,0.0,11.6,5,1,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,11,18,18,18,22,5,66,0.0,1014,17,10,102,10
28,13,0.0,11.6,5,1,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,12,17,17,17,22,6,73,0.0,1014,16,10,101,10
28,13,0.0,11.6,5,1,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,13,16,16,16,21,11,80,0.0,1014,16,10,101,10
28,13,0.0,11.6,5,1,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,14,16,16,16,19,17,87,0.0,1014,16,10,102,10
26,15,0.0,10.2,5,1,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,15,16,16,16,18,22,94,0.0,1014,15,10,102,9
26,15,0.0,10.2,5,1,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,15,16,16,16,14,48,95,0.0,1014,15,7,94,8
26,15,0.0,10.2,5,1,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,15,16,16,16,10,74,96,0.0,1014,15,3,87,6
26,15,0.0,10.2,5,1,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,16,16,16,16,7,100,98,0.0,1014,15,0,79,4
26,15,0.0,10.2,5,1,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,16,16,16,16,7,95,96,0.0,1015,16,3,87,5
26,15,0.0,10.2,5,1,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,16,17,17,17,7,91,95,0.0,1015,16,7,95,5
26,15,0.0,10.2,5,4,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,16,17,17,17,7,86,93,0.0,1015,17,10,102,5
26,15,0.0,10.2,5,4,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,15,20,20,20,6,63,77,0.0,1015,20,10,103,5
26,15,0.0,10.2,5,6,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,15,24,24,24,5,39,62,0.0,1015,23,10,104,4
26,15,0.0,10.2,5,7,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,14,27,27,27,5,16,46,0.0,1015,26,10,105,4
26,15,0.0,10.2,5,7,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,14,27,27,26,7,33,47,0.0,1014,25,10,116,6
26,15,0.0,10.2,5,5,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,14,26,26,25,9,49,49,0.0,1013,25,10,128,8
26,15,0.0,10.2,5,5,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,13,26,26,25,11,66,50,0.0,1012,24,10,139,10
26,15,0.0,10.2,5,5,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,15,24,24,23,10,63,59,0.0,1012,23,10,133,9
26,15,0.0,10.2,5,6,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,16,22,23,22,10,59,68,0.0,1012,22,10,127,7
26,15,0.0,10.2,5,6,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,17,21,21,21,9,56,77,0.0,1012,21,10,121,6
26,15,0.0,10.2,5,6,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,17,21,21,21,12,52,81,0.0,1013,20,10,120,8
26,15,0.0,10.2,5,4,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,17,20,20,20,14,48,84,0.1,1014,20,9,118,10
26,15,0.0,10.2,5,4,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,18,20,20,20,17,44,88,0.1,1015,20,9,117,12
26,15,0.0,10.2,5,1,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,18,20,20,20,19,45,88,0.0,1015,19,9,117,13
